List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
"$559,000.00",19867 MADDELENA CIR,ESTERO,3+Den/2(1),"2,563",8,"$535,000.00",09/30/19
"$549,900.00",9110 PASEO DE VALENCIA ST,FORT MYERS,4 Bed/3(1),"3,670",48,"$535,000.00",12/12/19
"$595,000.00",1589 SAND CASTLE RD,SANIBEL,3+Den/3(0),"2,416",12,"$535,000.00",11/25/19
"$549,000.00",1824 SW 46TH TER,CAPE CORAL,4 Bed/2(0),"2,519",145,"$538,000.00",12/17/19
"$557,186.00",25126 GOLDEN FERN DR,PUNTA GORDA,3+Den/3(0),"2,445",0,"$538,186.00",11/27/19
"$549,900.00",3884 GIBRALTER DR,NAPLES,4 Bed/3(0),"2,609",99,"$539,500.00",11/07/19
"$540,000.00",28517 RISORSA PL,BONITA SPRINGS,4 Bed/2(1),"2,702",0,"$540,000.00",11/05/19
"$569,000.00",5225 SW 19TH AVE,CAPE CORAL,3+Den/2(1),"2,203",4,"$540,000.00",08/22/19
"$600,000.00",8868 TROPICAL CT,FORT MYERS,4+Den/3(0),"3,441",18,"$540,000.00",11/08/19
"$543,000.00",7640 KNIGHTWING CIR,FORT MYERS,4 Bed/3(0),"2,639",3,"$540,000.00",10/07/19
"$549,999.00",6939 AMEN CORNER CT,NAPLES,3 Bed/2(0),"1,987",10,"$540,000.00",12/06/19
"$589,000.00",8891 VENTURA WAY,NAPLES,3+Den/2(1),"2,389",28,"$540,000.00",10/28/19
"$572,000.00",7307 LANTANA CIR,NAPLES,3+Den/3(0),"2,062",128,"$540,000.00",12/06/19
"$569,900.00",6860 CIRCLE DR,FORT MYERS,3+Den/2(1),"2,933",50,"$542,000.00",12/05/19
"$575,000.00",1262 6TH AVE,MARCO ISLAND,3+Den/2(1),"2,316",109,"$542,000.00",11/01/19
"$549,900.00",10260 GATOR BAY CT,NAPLES,3+Den/2(0),"2,273",10,"$542,500.00",10/10/19
"$551,730.00",7254 WILTON DR N,NAPLES,3+Den/2(0),"2,175",17,"$542,500.00",10/19/19
"$559,900.00",24609 AMARILLO ST,BONITA SPRINGS,3+Den/2(0),"2,653",81,"$545,000.00",10/04/19
"$569,900.00",2732 GLEASON PKY,CAPE CORAL,3+Den/2(0),"2,250",31,"$545,000.00",11/13/19
"$549,990.00",2934 SW 40TH ST,CAPE CORAL,3+Den/2(0),"2,249",25,"$545,000.00",11/07/19
"$569,900.00",2730 NW 42ND PL,CAPE CORAL,3+Den/2(1),"2,525",22,"$545,000.00",08/23/19
"$549,900.00",8060 GLENFINNAN CIR,FORT MYERS,5 Bed/4(0),"4,531",29,"$545,000.00",11/15/19
"$555,000.00",8636 FALISTO PL,FORT MYERS,4+Den/2(0),"2,331",42,"$545,000.00",11/25/19
"$579,500.00",12816 YACHT CLUB CIR,FORT MYERS,3 Bed/2(1),"2,022",82,"$545,000.00",11/01/19
"$555,000.00",3126 AVIAMAR CIR,NAPLES,4 Bed/3(0),"2,247",38,"$545,000.00",10/22/19
"$575,000.00",1585 BUNTING LN,SANIBEL,3 Bed/2(0),"1,640",32,"$545,000.00",12/23/19
"$564,900.00",3441 CEITUS PKY,CAPE CORAL,3 Bed/2(0),"2,246",76,"$547,000.00",11/01/19
"$557,740.00",7182 WILTON DR N,NAPLES,3+Den/2(0),"2,175",43,"$547,000.00",11/01/19
"$554,651.00",14490 PINE HOLLOW DRIVE,ESTERO,3+Den/3(0),"2,488",31,"$547,381.00",10/14/19
"$562,185.00",8660 DILILLO CT,NAPLES,3+Den/3(0),"2,275",35,"$548,924.00",11/01/19
"$549,000.00",13433 VILLA DI PRESERVE LN,ESTERO,3+Den/3(0),"2,377",32,"$549,000.00",12/13/19
"$580,000.00",2280 CAPRI CT,NAPLES,4 Bed/3(1),"2,693",3,"$549,000.00",11/08/19
"$574,900.00",4803 SW 20TH PL,CAPE CORAL,3+Den/2(1),"2,302",84,"$550,000.00",10/14/19
"$589,999.00",2408 PINEWOODS CIR #12,NAPLES,4 Bed/3(0),"3,268",6,"$550,000.00",12/20/19
"$560,000.00",7050 SUGAR MAGNOLIA CIR,NAPLES,3+Den/2(0),"2,262",12,"$550,000.00",12/13/19
"$575,000.00",211 LEGACY CT,NAPLES,3 Bed/2(1),"2,147",87,"$550,000.00",12/30/19
"$569,000.00",4130 1ST AVE SW,NAPLES,4+Den/2(0),"2,088",32,"$550,000.00",09/10/19
"$575,000.00",9180 VANDERBILT DR,NAPLES,2 Bed/2(0),"1,324",7,"$550,000.00",07/26/19
"$589,000.00",4710 13TH AVE SW,NAPLES,4+Den/2(1),"2,515",76,"$550,000.00",09/25/19
"$550,000.00",1235 RIDING ROCKS LN,PUNTA GORDA,3 Bed/2(0),"2,177",1,"$550,000.00",12/20/19
"$561,885.00",14711 STILLWATER WAY,NAPLES,3 Bed/2(1),"2,587",129,"$550,240.00",11/25/19
"$565,000.00",16339 WINFIELD LN,NAPLES,3 Bed/2(0),"2,100",4,"$551,000.00",09/05/19
"$550,000.00",1433 NW 38TH AVE,CAPE CORAL,3 Bed/2(1),"2,516",55,"$555,000.00",12/03/19
"$579,900.00",16180 ABERDEEN AVE,NAPLES,4 Bed/3(0),"3,103",105,"$555,000.00",11/08/19
"$564,520.00",11424 BATTERSEA PLACE,FORT MYERS,3+Den/3(1),"2,923",0,"$555,495.00",11/05/19
"$575,000.00",6343 OLD MAHOGANY CT,NAPLES,3+Den/2(0),"2,275",37,"$558,000.00",09/25/19
"$576,000.00",12320 COYLE RD,FORT MYERS,5+Den/3(1),"3,524",28,"$559,000.00",12/23/19
"$595,000.00",25482 PINSON DR,BONITA SPRINGS,4 Bed/2(1),"2,456",6,"$560,000.00",08/26/19
"$575,000.00",10886 STONINGTON AVE,FORT MYERS,5 Bed/4(0),"3,205",16,"$560,000.00",12/20/19
"$560,000.00",15170 CANONGATE DR,FORT MYERS,4 Bed/3(1),"3,285",0,"$560,000.00",09/12/19
"$575,000.00",12 FAIRVIEW BLVD,FORT MYERS BEACH,3 Bed/2(0),"1,738",30,"$560,000.00",11/01/19
"$600,000.00",491 HARTLEY ST,MARCO ISLAND,3 Bed/2(0),"1,660",56,"$560,000.00",12/02/19
"$589,000.00",1500 BISCAYNE WAY,MARCO ISLAND,3 Bed/2(0),"1,902",20,"$560,000.00",10/04/19
"$569,000.00",17842 MODENA RD,MIROMAR LAKES,4 Bed/3(0),"2,101",18,"$560,000.00",12/06/19
"$575,000.00",440 CHARTWELL PL,NAPLES,3+Den/3(0),"2,438",110,"$560,000.00",12/23/19
"$625,000.00",1164 6TH LN N,NAPLES,3 Bed/2(0),"1,535",55,"$560,000.00",09/11/19
"$599,000.00",14523 JEKYLL ISLAND CT,NAPLES,4+Den/3(0),"3,010",153,"$560,000.00",12/30/19
"$599,000.00",7475 BLACKBERRY DR,NAPLES,3+Den/2(0),"2,235",58,"$562,000.00",12/23/19
"$571,040.00",7598 BLACKBERRY DR,NAPLES,3+Den/2(0),"2,007",21,"$563,000.00",10/28/19
"$609,900.00",1841 SENEGAL DATE DR,NAPLES,4 Bed/3(1),"4,018",23,"$563,500.00",12/10/19
"$560,000.00",8912 VENTURA WAY,NAPLES,3+Den/2(1),"2,389",6,"$565,000.00",11/14/19
"$595,000.00",621 SOLIEL DR,NAPLES,3+Den/3(0),"2,368",24,"$568,000.00",11/14/19
"$594,900.00",1208 SW 50TH ST,CAPE CORAL,4 Bed/2(0),"2,599",48,"$570,000.00",09/27/19
"$572,000.00",20 WINEWOOD CT,FORT MYERS,4+Den/4(0),"3,270",11,"$570,000.00",10/30/19
"$639,500.00",13591 CHINA BERRY WAY,FORT MYERS,3 Bed/3(1),"2,300",23,"$570,000.00",08/19/19
"$595,000.00",3264 SUNDANCE CIR,NAPLES,4 Bed/4(0),"2,329",5,"$570,000.00",11/22/19
"$599,000.00",1880 21ST ST SW,NAPLES,4 Bed/3(0),"2,097",3,"$570,000.00",12/30/19
"$600,000.00",8450 PALACIO TER W,NAPLES,3+Den/3(0),"3,021",17,"$570,000.00",09/10/19
"$589,900.00",16336 ABERDEEN WAY,NAPLES,3+Den/2(1),"2,587",3,"$570,000.00",08/09/19
"$582,715.00",15320 BLUE BAY CIR,FORT MYERS,4 Bed/2(0),"2,245",40,"$571,000.00",11/26/19
"$579,000.00",732 25TH ST SW,NAPLES,5 Bed/3(0),"2,832",46,"$572,500.00",12/18/19
"$585,000.00",1523 MOCKINGBIRD DR,NAPLES,3+Den/3(2),"2,583",48,"$574,500.00",12/18/19
"$625,000.00",3510 WILD INDIGO LN,BONITA SPRINGS,4 Bed/3(0),"3,129",15,"$575,000.00",12/31/19
"$698,000.00",2034 FOUR MILE COVE PKY,CAPE CORAL,4 Bed/3(1),"3,280",115,"$575,000.00",12/27/19
"$640,000.00",4305 SE 18TH PL,CAPE CORAL,3 Bed/2(0),"2,026",36,"$575,000.00",09/03/19
"$600,000.00",21551 OAKS OF ESTERO CIR,ESTERO,3+Den/3(0),"2,557",135,"$575,000.00",11/27/19
"$599,000.00",1314 SHADOW LN,FORT MYERS,4 Bed/3(0),"3,162",4,"$575,000.00",11/08/19
"$595,000.00",10300 PORTO ROMANO DR,MIROMAR LAKES,3+Den/3(0),"2,268",31,"$575,000.00",12/12/19
"$589,000.00",1585 MOCKINGBIRD DR,NAPLES,3+Den/3(0),"2,583",15,"$575,000.00",12/18/19
"$599,500.00",5601 TAYLOR RD,PUNTA GORDA,4 Bed/2(1),"2,758",9,"$575,000.00",10/18/19
"$574,900.00",3480 CASSIA CT,BONITA SPRINGS,3 Bed/3(0),"2,745",32,"$577,500.00",10/21/19
"$579,900.00",5329 SW 11TH AVE,CAPE CORAL,3 Bed/2(0),"1,935",6,"$579,000.00",12/20/19
"$579,000.00",1930 EVEREST PKY,CAPE CORAL,4+Den/3(0),"3,004",4,"$579,000.00",09/18/19
"$644,900.00",28657 NEWTOWN CT,BONITA SPRINGS,4 Bed/3(0),"2,247",55,"$580,000.00",12/02/19
"$595,000.00",5233 SW 19TH AVE,CAPE CORAL,3 Bed/2(1),"2,060",25,"$580,000.00",12/05/19
"$674,000.00",10310 PLUMBAGO POINTE DR,ESTERO,3+Den/2(1),"2,562",155,"$580,000.00",12/12/19
"$595,000.00",2251 ISLAND COVE CIR,NAPLES,2+Den/2(1),"2,037",0,"$580,000.00",11/20/19
"$620,000.00",1116 CYPRESS WOODS DR,NAPLES,3 Bed/2(1),"1,774",6,"$580,000.00",12/13/19
"$639,000.00",560 101ST AVE N,NAPLES,3 Bed/2(0),"2,081",1,"$580,000.00",07/31/19
"$599,000.00",167 TRINIDAD ST,NAPLES,2 Bed/2(0),"1,764",6,"$580,000.00",08/08/19
"$598,000.00",4220 7TH AVE SW,NAPLES,3+Den/2(0),"2,461",57,"$582,000.00",10/11/19
"$639,000.00",1731 SERENITY LN,SANIBEL,4 Bed/3(0),"1,904",102,"$583,000.00",11/22/19
"$620,000.00",2536 SW 45TH ST,CAPE CORAL,3 Bed/2(1),"2,297",32,"$585,000.00",09/23/19
"$599,000.00",15400 WILL LEW LN,FORT MYERS,4+Den/2(2),"3,513",7,"$585,000.00",08/30/19
"$650,000.00",7221 WILTON DR N,NAPLES,3+Den/2(0),"1,825",14,"$585,000.00",08/30/19
"$699,000.00",9300 VANDERBILT DR,NAPLES,3 Bed/3(0),"1,666",18,"$585,000.00",09/27/19
"$558,026.00",8681 DILILLO CT,NAPLES,3+Den/3(0),"2,275",22,"$585,280.00",11/17/19
"$633,000.00",20661 TANGLEWOOD LN,ESTERO,5+Den/4(0),"5,463",60,"$589,000.00",12/30/19
"$599,000.00",236 SILVERADO DR,NAPLES,3+Den/2(0),"2,240",13,"$589,000.00",09/30/19
"$600,000.00",5227 SW 20TH PL,CAPE CORAL,3 Bed/2(0),"2,351",3,"$590,000.00",11/08/19
"$560,000.00",14240 RIVER RD,FORT MYERS,4 Bed/2(1),"2,760",10,"$590,000.00",12/19/19
"$600,000.00",807 ROSE CT,MARCO ISLAND,3 Bed/2(0),"1,423",4,"$590,000.00",09/30/19
"$625,000.00",266 MONTEREY DR,NAPLES,3+Den/2(0),"2,380",29,"$590,000.00",10/29/19
"$607,500.00",3930 TORRENS CT,NAPLES,4 Bed/2(1),"2,538",6,"$590,000.00",09/23/19
"$614,900.00",6227 BRUNELLO LN,NAPLES,3+Den/3(0),"2,062",8,"$590,000.00",10/08/19
"$599,000.00",8973 MUSTANG ISLAND CIR,NAPLES,3+Den/3(0),"2,803",142,"$590,000.00",12/20/19
"$625,000.00",6387 OLD MAHOGANY CT,NAPLES,4+Den/3(0),"2,434",75,"$590,000.00",09/20/19
"$597,500.00",5337 SW 11TH PL,CAPE CORAL,4 Bed/2(0),"2,159",11,"$592,500.00",12/16/19
"$595,000.00",3728 GULFSTREAM PKWY,CAPE CORAL,4+Den/3(0),"2,965",36,"$595,000.00",09/17/19
"$595,000.00",11599 ISLAND AVE,MATLACHA,2 Bed/2(0),"1,720",2,"$595,000.00",10/08/19
"$600,000.00",10039 FLORENCE CIR,NAPLES,3+Den/2(1),"2,225",6,"$595,000.00",12/03/19
"$599,000.00",4317 QUEEN ELIZABETH WAY,NAPLES,4 Bed/3(1),"2,667",9,"$595,000.00",10/31/19
"$627,500.00",7013 MILL RUN CIR,NAPLES,4+Den/3(0),"2,680",21,"$595,000.00",09/27/19
"$610,000.00",2520 SW 30TH ST,CAPE CORAL,3+Den/2(0),"2,162",0,"$597,000.00",11/18/19
"$619,000.00",2844 SW 26TH PL,CAPE CORAL,3+Den/2(0),"2,162",32,"$597,000.00",11/12/19
"$599,000.00",4925 SW 11TH CT,CAPE CORAL,3 Bed/2(0),"2,002",1,"$599,000.00",11/15/19
"$599,500.00",12780 ASTOR PL,FORT MYERS,6 or More/4(1),"4,537",40,"$599,000.00",11/21/19
"$630,000.00",2065 IMPERIAL CIR,NAPLES,3+Den/3(0),"2,512",34,"$599,000.00",10/11/19
"$625,000.00",28690 NEWTOWN CT,BONITA SPRINGS,3+Den/3(0),"2,247",12,"$600,000.00",08/12/19
"$625,000.00",5311 PELICAN BLVD,CAPE CORAL,4 Bed/3(0),"2,464",28,"$600,000.00",10/30/19
"$624,900.00",4355 SW 20TH AVE,CAPE CORAL,3+Den/3(0),"2,513",15,"$600,000.00",09/16/19
"$650,000.00",5314 SW 20TH AVE,CAPE CORAL,3 Bed/3(1),"2,266",103,"$600,000.00",11/08/19
"$614,877.00",2303 SW 39TH ST,CAPE CORAL,4+Den/3(0),"2,578",13,"$600,000.00",08/15/19
"$619,824.00",15308 BLUE BAY CIR,FORT MYERS,3+Den/3(0),"2,445",8,"$600,000.00",10/31/19
"$624,900.00",13660 BRYNWOOD LN,FORT MYERS,3 Bed/2(0),"2,259",4,"$600,000.00",07/19/19
"$650,000.00",190 DAN RIVER CT,MARCO ISLAND,3 Bed/3(0),"1,949",144,"$600,000.00",12/20/19
"$649,000.00",2721 66TH ST SW,NAPLES,3 Bed/2(0),"2,454",52,"$600,000.00",12/20/19
"$629,000.00",1294 GRAND CANAL DR,NAPLES,3+Den/2(0),"1,700",31,"$600,000.00",09/06/19
"$689,000.00",24036 PEPPERCORN RD,PUNTA GORDA,3+Den/3(1),"2,856",6,"$600,000.00",12/02/19
"$629,000.00",1886 FARM TRL,SANIBEL,3 Bed/2(0),"1,849",0,"$600,000.00",07/25/19
"$689,000.00",4968 RUSTIC OAKS CIR,NAPLES,4+Den/4(1),"3,113",125,"$602,000.00",12/22/19
"$605,000.00",19480 LA SERENA DR,ESTERO,5+Den/4(2),"4,442",0,"$605,000.00",11/15/19
"$655,000.00",449 BARRACUDA BLVD,KEY LARGO,3 Bed/2(0),"2,204",81,"$605,000.00",12/20/19
"$619,000.00",914 VILLA FLORENZA DR,NAPLES,3 Bed/3(0),"2,576",42,"$605,000.00",12/20/19
"$639,000.00",14096 LAVANTE CT,BONITA SPRINGS,4 Bed/3(0),"2,613",39,"$610,000.00",08/20/19
"$629,000.00",12123 BOAT SHELL DR,MATLACHA ISLES,3 Bed/2(0),"1,928",14,"$610,000.00",12/30/19
"$625,000.00",7856 MARTINO CIR,NAPLES,5+Den/4(0),"2,972",112,"$610,000.00",12/04/19
"$620,000.00",2800 SW 36TH ST,CAPE CORAL,3 Bed/2(0),"1,732",44,"$612,500.00",11/25/19
"$660,000.00",1615 NW 44TH AVE,CAPE CORAL,3 Bed/2(1),"2,377",63,"$615,000.00",11/18/19
"$634,000.00",16254 CROWN ARBOR WAY,FORT MYERS,4 Bed/3(0),"2,553",37,"$615,000.00",12/12/19
"$625,000.00",10130 SALISBURY CT,FORT MYERS,4+Den/3(0),"3,022",21,"$615,000.00",11/15/19
"$669,900.00",1671 ORLEANS CT,MARCO ISLAND,3 Bed/2(0),"1,724",20,"$615,000.00",11/27/19
"$625,000.00",5100 TORTOLA CT,NAPLES,3 Bed/2(0),"2,016",9,"$615,000.00",11/22/19
"$675,000.00",9848 ROCKY BANK DR,NAPLES,5+Den/3(0),"3,340",31,"$615,000.00",10/18/19
"$649,000.00",1320 39TH ST SW,NAPLES,4+Den/3(0),"2,600",38,"$617,000.00",12/16/19
"$650,000.00",9440 COTTEN CT,SANIBEL,3 Bed/2(0),"1,879",46,"$617,500.00",12/20/19
"$629,900.00",1407 SW 54TH TER,CAPE CORAL,3+Den/2(2),"2,376",13,"$619,000.00",12/05/19
"$639,000.00",221 SHADOWRIDGE CT,MARCO ISLAND,2 Bed/2(0),"1,610",41,"$619,000.00",10/27/19
"$640,000.00",2838 SW 30TH ST,CAPE CORAL,3+Den/2(1),"2,804",20,"$620,000.00",10/30/19
"$629,900.00",19461 PLAYA BONITA CT,ESTERO,4 Bed/3(1),"3,347",2,"$620,000.00",12/05/19
"$650,000.00",131 ESTRELLITA DR,FORT MYERS BEACH,2 Bed/2(0),"1,298",5,"$620,000.00",08/23/19
"$664,900.00",5711 STANDING OAKS LN,NAPLES,3+Den/2(1),"2,873",89,"$620,000.00",12/16/19
"$624,900.00",491 SADDLEBROOK LN,NAPLES,4+Den/3(1),"2,891",6,"$620,000.00",08/15/19
"$699,900.00",8868 LELY ISLAND CIR,NAPLES,4+Den/2(1),"3,582",24,"$625,000.00",12/09/19
"$639,000.00",16266 ABERDEEN WAY,NAPLES,5 Bed/3(1),"3,609",3,"$625,000.00",09/10/19
"$625,000.00",685 91ST AVE N,NAPLES,3+Den/2(1),"2,283",4,"$625,000.00",12/12/19
"$675,000.00",9401 BEVERLY LN,SANIBEL,3 Bed/3(0),"2,198",78,"$625,000.00",11/15/19
"$643,020.00",6978 WINDING CYPRESS DR,NAPLES,3+Den/3(0),"2,488",24,"$626,265.00",11/10/19
"$699,900.00",11760 HAMPTON GREENS DR,FORT MYERS,6 or More/6(0),"4,923",19,"$628,000.00",09/18/19
"$629,000.00",9150 LIMESTONE LN,NAPLES,3 Bed/2(0),"1,811",3,"$629,000.00",11/05/19
"$629,970.00",2914 SW 39TH ST,CAPE CORAL,4+Den/3(0),"2,282",0,"$629,970.00",11/01/19
"$669,000.00",2829 SW 50TH TER,CAPE CORAL,4 Bed/3(0),"2,534",45,"$630,000.00",09/30/19
"$675,000.00",621 SW 49TH LN,CAPE CORAL,3 Bed/2(1),"2,306",33,"$630,000.00",08/26/19
"$669,500.00",2213 SW 52ND ST,CAPE CORAL,3+Den/3(0),"2,450",94,"$630,000.00",09/25/19
"$639,000.00",507 99TH AVE N,NAPLES,3+Den/2(0),"2,036",31,"$630,000.00",11/22/19
"$636,500.00",6970 DANIELS RD,NAPLES,3 Bed/2(1),"2,752",66,"$630,000.00",10/30/19
"$669,500.00",8133 LOWBANK DR,NAPLES,4+Den/3(1),"3,383",26,"$630,000.00",09/06/19
"$644,500.00",105 29 ST NW,NAPLES,4+Den/3(0),"3,074",61,"$630,000.00",10/04/19
"$647,001.00",443 SADDLEBROOK LN,NAPLES,5 Bed/4(0),"3,869",68,"$630,000.00",10/17/19
"$665,000.00",1586 CENTURY CT,SANIBEL,3 Bed/2(1),"1,975",111,"$630,000.00",11/05/19
"$649,900.00",416 SE 33RD ST,CAPE CORAL,4+Den/2(3),"3,346",43,"$634,000.00",09/30/19
"$664,000.00",23272 SALINAS WAY,BONITA SPRINGS,3 Bed/3(0),"2,572",43,"$635,000.00",10/23/19
"$650,000.00",801 NW 36TH PL,CAPE CORAL,3+Den/3(0),"2,404",23,"$635,000.00",12/02/19
"$665,000.00",1910 SE 32ND ST,CAPE CORAL,4 Bed/3(0),"2,706",58,"$635,000.00",11/19/19
"$654,500.00",1696 MCGREGOR RESERVE DR,FORT MYERS,5+Den/4(1),"3,895",64,"$635,000.00",12/18/19
"$649,000.00",219 LEGACY CT,NAPLES,3+Den/3(0),"2,480",37,"$635,000.00",11/18/19
"$640,000.00",6615 CHESTNUT CIR,NAPLES,4 Bed/3(0),"2,709",3,"$635,000.00",10/08/19
"$649,900.00",4186 ASPEN CHASE DR,NAPLES,5+Den/4(1),"3,508",35,"$635,000.00",09/27/19
"$649,000.00",6771 BOTTLEBRUSH LN,NAPLES,3+Den/3(0),"1,881",78,"$635,000.00",12/09/19
"$649,000.00",19225 LA SERENA DR,ESTERO,3+Den/3(0),"2,797",9,"$638,000.00",12/12/19
"$649,900.00",8110 LOWBANK DR,NAPLES,4+Den/3(0),"2,808",1,"$639,000.00",12/23/19
"$639,000.00",7126 SUGAR MAGNOLIA CT,NAPLES,5 Bed/3(0),"2,627",11,"$639,000.00",09/25/19
"$689,900.00",5260 TEAK WOOD DR,NAPLES,3 Bed/2(0),"2,374",105,"$639,000.00",09/24/19
"$649,000.00",1441 SAND CASTLE RD,SANIBEL,3 Bed/2(1),"2,019",0,"$639,000.00",10/18/19
"$639,900.00",7621 KNIGHTWING CIR,FORT MYERS,4+Den/3(0),"3,435",2,"$639,900.00",09/19/19
"$649,000.00",14601 MERAVI DR,BONITA SPRINGS,4 Bed/3(0),"2,630",7,"$640,000.00",07/12/19
"$679,900.00",6597 MARBELLA LN,NAPLES,3 Bed/3(0),"2,639",20,"$640,000.00",12/03/19
"$699,999.00",2700 70TH ST SW,NAPLES,3+Den/4(0),"3,491",69,"$640,000.00",11/07/19
"$660,000.00",4720 SHEARWATER LN,NAPLES,3+Den/3(1),"2,565",16,"$640,000.00",10/10/19
"$750,725.00",9321 TERRESINA DR,NAPLES,2+Den/2(1),"2,203",10,"$640,000.00",08/04/19
"$689,000.00",5981 STAR GRASS LN,NAPLES,3+Den/3(1),"3,709",10,"$641,000.00",11/12/19
"$725,000.00",12531 WATER OAK DR,ESTERO,4 Bed/3(1),"3,290",29,"$642,000.00",12/05/19
"$659,900.00",3461 CYPRESS MARSH DR,FORT MYERS,3 Bed/3(0),"3,179",59,"$643,000.00",12/16/19
"$675,000.00",861 CHESTNUT CT,MARCO ISLAND,2 Bed/2(0),"1,660",138,"$645,000.00",12/19/19
"$675,000.00",3452 ATLANTIC CIR,NAPLES,4 Bed/3(1),"3,101",17,"$645,000.00",09/09/19
"$659,900.00",16137 CAMDEN LAKES CIR,NAPLES,4+Den/3(0),"2,811",101,"$645,000.00",10/10/19
"$658,100.00",9407 MONTELANICO LOOP,NAPLES,3+Den/3(0),"2,300",0,"$645,275.00",11/29/19
"$650,000.00",9259 TRIESTE DR,FORT MYERS,3 Bed/3(0),"3,077",0,"$650,000.00",10/28/19
"$659,000.00",10101 HATTERAS CT,FORT MYERS,4 Bed/3(0),"2,948",0,"$650,000.00",07/19/19
"$674,900.00",4733 PINE ISLAND RD NW,MATLACHA,2 Bed/2(0),"1,749",0,"$650,000.00",11/06/19
"$690,000.00",6616 TRAIL BLVD,NAPLES,3 Bed/2(0),"1,410",5,"$650,000.00",10/09/19
"$685,000.00",9131 PINNACLE CT,NAPLES,4+Den/2(1),"3,289",23,"$650,000.00",12/11/19
"$669,000.00",16013 WATERLEAF LN,FORT MYERS,3+Den/3(0),"3,055",39,"$651,000.00",08/12/19
"$659,999.00",1455 BELVEDERE AVE,MARCO ISLAND,3+Den/2(0),"1,890",114,"$654,000.00",12/19/19
"$684,900.00",993 FISH CROW RD,SANIBEL,3 Bed/3(0),"2,205",12,"$654,900.00",07/19/19
"$689,000.00",4004 SW 27TH AVE,CAPE CORAL,4 Bed/3(1),"2,521",8,"$655,000.00",07/24/19
"$669,000.00",20614 CORKSCREW SHORES BLVD,ESTERO,4 Bed/4(0),"3,909",12,"$655,000.00",11/01/19
"$681,452.00",14948 BLUE BAY CIR,FORT MYERS,3+Den/2(1),"2,395",9,"$655,000.00",12/06/19
"$699,000.00",6751 MOSSY GLEN DR,FORT MYERS,3 Bed/3(0),"3,128",37,"$655,000.00",10/31/19
"$690,000.00",3252 ATLANTIC CIR,NAPLES,5 Bed/4(0),"3,376",105,"$655,000.00",12/30/19
"$678,997.00",3720 OASIS BLVD,CAPE CORAL,3 Bed/3(0),"2,391",60,"$657,750.00",12/04/19
"$699,900.00",19 FALCONWOOD CT,FORT MYERS,4 Bed/3(1),"3,732",37,"$658,000.00",10/15/19
"$729,500.00",14708 BEAUFORT CIR,NAPLES,5+Den/4(0),"3,772",22,"$659,500.00",08/22/19
"$685,999.00",2826 SW 39TH TER,CAPE CORAL,3+Den/2(0),"2,162",49,"$660,000.00",12/20/19
"$672,000.00",761 HERNANDO DR,MARCO ISLAND,3 Bed/2(1),"2,688",70,"$660,000.00",11/26/19
"$695,000.00",982 TIVOLI CT,NAPLES,4 Bed/3(0),"2,281",33,"$660,000.00",12/30/19
"$687,890.00",8924 BURROWING OWL CT.,NAPLES,3+Den/3(0),"2,852",45,"$660,000.00",11/13/19
"$655,619.00",3274 BELON LN,NAPLES,3+Den/3(0),"2,929",48,"$661,915.00",12/20/19
"$675,000.00",214 LEGACY CT,NAPLES,4+Den/3(0),"2,375",59,"$662,500.00",12/06/19
"$699,000.00",5203 SW 28TH PL,CAPE CORAL,3 Bed/2(0),"1,796",128,"$665,000.00",12/18/19
"$704,017.00",2239 SOMERSET PL,NAPLES,3+Den/3(0),"2,800",31,"$665,000.00",11/04/19
"$695,000.00",6657 MARBELLA LN,NAPLES,3+Den/3(0),"2,244",20,"$665,000.00",09/30/19
"$674,900.00",19351 LA SERENA DR,ESTERO,5 Bed/3(1),"3,346",64,"$667,000.00",12/19/19
"$691,900.00",7341 HERITAGE PALMS ESTATES DR,FORT MYERS,3+Den/2(1),"3,024",86,"$670,000.00",10/23/19
"$670,900.00",4728 KENSINGTON CIR,NAPLES,5 Bed/4(0),"3,508",10,"$670,900.00",10/10/19
"$699,000.00",25131 PENNYROYAL DR,BONITA SPRINGS,4 Bed/2(1),"2,756",6,"$675,000.00",12/20/19
"$675,000.00",24677 RODAS DR,BONITA SPRINGS,3 Bed/3(0),"3,335",23,"$675,000.00",12/16/19
"$699,900.00",11 FALCONWOOD CT,FORT MYERS,4 Bed/3(0),"3,447",24,"$675,000.00",12/27/19
"$699,000.00",8814 NEW CASTLE DR,FORT MYERS,4 Bed/3(0),"2,982",41,"$675,000.00",11/22/19
"$669,000.00",1379 BAYPORT AVE,MARCO ISLAND,3 Bed/2(1),"1,967",34,"$675,000.00",10/22/19
"$689,900.00",2834 THUNDER BAY CIR,NAPLES,5 Bed/4(0),"3,268",14,"$675,000.00",12/11/19
"$699,900.00",198 SOUTHWINDS DR,SANIBEL,3 Bed/2(0),"1,649",59,"$675,000.00",12/06/19
"$699,000.00",1677 SABAL SANDS RD,SANIBEL,3 Bed/2(0),"2,030",0,"$675,000.00",11/19/19
"$677,974.00",10134 PALAZZO DR,NAPLES,3+Den/2(1),"2,285",0,"$677,974.00",11/04/19
"$689,900.00",16673 CROWNSBURY WAY,FORT MYERS,4 Bed/3(0),"3,021",20,"$680,000.00",11/20/19
"$699,900.00",4704 TURNSTONE CT,NAPLES,3+Den/3(0),"2,715",1,"$680,000.00",12/02/19
