List Price,Address,City,Beds/Baths,Approx Living Area,DOM,Sold Price,Sold Date
"$189,900.00",2239 & 2239A SOUTH ST,FORT MYERS,4 Bed/4(0),"2,857",54,"$180,000.00",12/31/19
"$210,000.00",17496 LEBANON RD,FORT MYERS,3 Bed/2(0),"1,229",29,"$180,000.00",10/07/19
"$184,000.00",13730 RIVER FOREST DR,FORT MYERS,3 Bed/2(0),"1,611",7,"$180,000.00",09/30/19
"$175,000.00",19152 DOGWOOD RD,FORT MYERS,2 Bed/2(0),"1,043",2,"$180,000.00",08/20/19
"$189,900.00",1414 ARCHER ST,LEHIGH ACRES,3 Bed/2(0),"1,476",33,"$180,000.00",12/05/19
"$179,900.00",517 MAGNOLIA AVE,LEHIGH ACRES,3 Bed/2(0),"2,007",6,"$180,000.00",11/05/19
"$179,900.00",2602 15TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,482",7,"$180,000.00",11/08/19
"$184,900.00",2609 56TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,408",34,"$180,000.00",12/20/19
"$175,000.00",2704 63RD ST W,LEHIGH ACRES,3+Den/2(0),"1,458",24,"$180,000.00",11/27/19
"$184,999.00",843 CERVANTES ST E,LEHIGH ACRES,3 Bed/2(0),"1,320",95,"$180,000.00",12/20/19
"$196,900.00",2608 25TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,585",51,"$180,000.00",11/08/19
"$177,000.00",314 5TH AVE,LEHIGH ACRES,3 Bed/2(0),"1,277",3,"$180,000.00",09/06/19
"$175,000.00",4607 CONNIE AVE S,LEHIGH ACRES,3 Bed/2(0),"1,336",34,"$180,000.00",10/25/19
"$179,500.00",3907 19TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,501",4,"$180,000.00",08/29/19
"$184,900.00",3504 E 13TH ST,LEHIGH ACRES,3 Bed/2(0),"1,452",31,"$180,000.00",10/07/19
"$185,000.00",271 RICHMOND AVE S,LEHIGH ACRES,3+Den/2(0),"1,730",43,"$180,000.00",09/25/19
"$198,000.00",1706 W 10TH ST,LEHIGH ACRES,4 Bed/2(0),"1,764",40,"$180,000.00",09/11/19
"$185,900.00",432 PICKFORD AVE,LEHIGH ACRES,3+Den/2(0),"1,679",28,"$180,000.00",07/31/19
"$183,000.00",765 HOMESTEAD RD S,LEHIGH ACRES,3 Bed/2(0),"1,679",91,"$180,000.00",10/03/19
"$179,900.00",210 SCOTT AVE,LEHIGH ACRES,3 Bed/2(0),"1,310",44,"$180,000.00",08/12/19
"$179,900.00",410 JOURFERIE RD,LEHIGH ACRES,3 Bed/2(0),"1,458",3,"$180,000.00",07/25/19
"$250,000.00",771 12TH ST NE,NAPLES,3 Bed/2(0),"1,248",3,"$180,000.00",12/19/19
"$189,000.00",4941 17TH PL SW,NAPLES,3 Bed/2(0),"1,156",0,"$180,000.00",08/22/19
"$179,000.00",3984 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,304",46,"$180,000.00",10/04/19
"$205,000.00",2143 CLUB HOUSE RD,NORTH FORT MYERS,3 Bed/1(1),"1,871",8,"$180,000.00",08/12/19
"$184,900.00",817 FRIENDLY ST,NORTH FORT MYERS,3 Bed/2(0),"1,299",17,"$180,000.00",07/29/19
"$194,900.00",1612 SW 12TH LN,CAPE CORAL,3+Den/2(0),"1,698",12,"$180,412.00",09/05/19
"$180,000.00",2012 GRAYSON AVE,ALVA,3 Bed/2(0),"1,532",10,"$180,500.00",08/30/19
"$174,900.00",2137 SE SANTA BARBARA PL,CAPE CORAL,2 Bed/2(0),"1,119",9,"$180,960.00",09/13/19
"$184,900.00",510 NE 15TH PL,CAPE CORAL,4 Bed/2(0),"1,404",14,"$181,000.00",10/11/19
"$187,500.00",306 SE 21ST ST,CAPE CORAL,3 Bed/2(0),"1,219",3,"$181,000.00",08/19/19
"$189,900.00",1631 S GATOR CIR,CAPE CORAL,3 Bed/2(0),"1,485",39,"$181,000.00",10/28/19
"$189,900.00",3134 COUNTRY CLUB BLVD,CAPE CORAL,3 Bed/2(0),"1,327",50,"$181,000.00",08/09/19
"$185,000.00",17348 BIRCHWOOD LN,FORT MYERS,3 Bed/2(0),"1,378",11,"$181,300.00",09/13/19
"$183,900.00",3613 PELICAN BLVD,CAPE CORAL,3 Bed/2(0),"1,380",89,"$181,500.00",09/27/19
"$183,000.00",1831 LANDALE LOOP,LEHIGH ACRES,3 Bed/2(0),"1,646",5,"$181,500.00",12/09/19
"$182,900.00",2123 ROOSEVELT AVE,ALVA,3 Bed/2(0),"1,281",0,"$182,000.00",10/11/19
"$189,900.00",10990 TANGELO TER,BONITA SPRINGS,2 Bed/1(0),810,2,"$182,000.00",07/23/19
"$180,000.00",912 NE 32ND ST,CAPE CORAL,3 Bed/2(0),"1,144",16,"$182,000.00",12/31/19
"$179,900.00",1113 SE 23RD ST,CAPE CORAL,3 Bed/2(0),"1,236",3,"$182,000.00",10/18/19
"$190,000.00",1208 SE 43RD TER,CAPE CORAL,3 Bed/2(0),"1,598",44,"$182,000.00",12/06/19
"$189,900.00",4521 SW 9TH PL,CAPE CORAL,3 Bed/2(0),"1,290",10,"$182,000.00",08/23/19
"$194,900.00",2823 NW EMBERS TER,CAPE CORAL,4 Bed/2(0),"2,243",50,"$182,000.00",08/27/19
"$129,000.00",1620 HANSON ST,FORT MYERS,4 Bed/3(0),"2,309",42,"$182,000.00",12/03/19
"$189,900.00",12636 FOURTH ST,FORT MYERS,3 Bed/2(1),"1,421",68,"$182,000.00",11/13/19
"$179,999.00",2801 25TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,430",13,"$182,000.00",09/26/19
"$182,000.00",307 TRUMAN AVE,LEHIGH ACRES,4 Bed/2(0),"1,757",0,"$182,000.00",07/19/19
"$182,000.00",3209 28TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,472",6,"$182,000.00",08/30/19
"$190,000.00",2908 39TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,455",31,"$182,000.00",09/12/19
"$189,900.00",20927 VILLAREAL WAY,NORTH FORT MYERS,2 Bed/2(0),"1,274",27,"$182,000.00",12/13/19
"$205,000.00",4229 GARDNER DR,PORT CHARLOTTE,3 Bed/2(0),"1,457",8,"$182,750.00",08/22/19
"$199,990.00",1321 SW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,456",24,"$183,000.00",11/20/19
"$189,000.00",4101 SW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,331",7,"$183,000.00",10/07/19
"$187,500.00",204 SE 25TH TER,CAPE CORAL,3 Bed/2(0),"1,098",20,"$183,000.00",10/30/19
"$180,000.00",1703 NW 10TH PL,CAPE CORAL,3 Bed/2(0),"1,418",40,"$183,000.00",09/26/19
"$189,900.00",826 SANTA BARBARA BLVD,CAPE CORAL,3 Bed/2(0),"1,205",5,"$183,000.00",07/24/19
"$185,900.00",2717 52ND ST SW,LEHIGH ACRES,3+Den/2(0),"1,458",26,"$183,000.00",12/06/19
"$179,900.00",3408 12TH ST W,LEHIGH ACRES,3+Den/2(0),"1,666",1,"$183,000.00",08/30/19
"$215,000.00",710 10TH ST NE,NAPLES,3 Bed/2(0),"1,157",26,"$183,000.00",12/23/19
"$188,900.00",2551 VALPARAISO BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,279",13,"$183,000.00",08/12/19
"$205,500.00",13445 BRISTOL PARK WAY,FORT MYERS,4 Bed/2(0),"1,927",28,"$183,225.00",11/05/19
"$187,500.00",213 SE 18TH ST,CAPE CORAL,3 Bed/2(0),"1,312",17,"$183,500.00",09/30/19
"$183,600.00",1316 DIPLOMAT PKY W,CAPE CORAL,3 Bed/2(0),"1,418",11,"$183,600.00",12/24/19
"$179,900.00",919 SE 22ND ST,CAPE CORAL,3 Bed/2(0),"1,331",2,"$183,900.00",09/27/19
"$190,000.00",1211 SE 34TH ST,CAPE CORAL,3 Bed/2(0),"1,408",4,"$184,000.00",10/29/19
"$188,500.00",4402 SW 5TH PL,CAPE CORAL,3 Bed/2(0),"1,321",14,"$184,000.00",10/21/19
"$184,900.00",1325 NE 18TH ST,CAPE CORAL,3 Bed/2(0),"1,458",12,"$184,000.00",09/09/19
"$184,500.00",2027 NE 5TH ST,CAPE CORAL,3 Bed/2(0),"1,634",103,"$184,000.00",10/24/19
"$185,000.00",2816 45TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,574",15,"$184,000.00",10/21/19
"$189,900.00",744 CANE ST E,LEHIGH ACRES,3 Bed/2(0),"1,712",108,"$184,000.00",12/17/19
"$195,000.00",2602 6TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,479",115,"$184,000.00",12/20/19
"$189,900.00",14581 APALACHEE ST,NAPLES,3 Bed/1(0),"1,064",8,"$184,000.00",09/04/19
"$184,500.00",326 NE 27TH TER,CAPE CORAL,3 Bed/2(0),"1,485",0,"$184,500.00",07/31/19
"$184,958.00",1136 NE 5TH AVE,CAPE CORAL,4 Bed/2(0),"1,570",8,"$184,900.00",12/05/19
"$189,900.00",1311 SE 24TH ST,CAPE CORAL,3 Bed/2(0),"1,446",90,"$184,900.00",12/23/19
"$184,900.00",1614 NE 5TH PL,CAPE CORAL,3+Den/2(0),"1,403",5,"$184,900.00",09/13/19
"$188,900.00",5549 BECK ST,LEHIGH ACRES,3 Bed/2(0),"1,408",31,"$184,900.00",09/16/19
"$184,990.00",1154 NW 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,399",22,"$184,990.00",10/04/19
"$187,990.00",3601 68TH ST W,LEHIGH ACRES,4 Bed/3(0),"1,800",0,"$184,990.00",11/22/19
"$190,000.00",120 3RD ST,BONITA SPRINGS,2 Bed/1(0),850,0,"$185,000.00",12/05/19
"$187,900.00",224 SE 46TH ST,CAPE CORAL,3 Bed/2(0),"1,419",2,"$185,000.00",12/30/19
"$189,900.00",2816 NW 18TH AVE,CAPE CORAL,4 Bed/2(0),"1,837",19,"$185,000.00",12/26/19
"$185,000.00",1819 NE 38TH TER,CAPE CORAL,3 Bed/2(0),"1,574",8,"$185,000.00",12/11/19
"$194,900.00",1211 SE 30TH TER,CAPE CORAL,3 Bed/2(0),"1,440",32,"$185,000.00",12/13/19
"$180,100.00",320 NE 26TH ST,CAPE CORAL,3 Bed/2(0),"1,176",21,"$185,000.00",12/13/19
"$189,900.00",1231 SE 44TH ST,CAPE CORAL,2 Bed/1(0),"1,335",7,"$185,000.00",12/12/19
"$185,000.00",1517 SW 4TH CT,CAPE CORAL,3 Bed/2(0),"1,150",9,"$185,000.00",11/18/19
"$189,900.00",1817 SE 1ST TER,CAPE CORAL,3 Bed/2(0),"1,402",14,"$185,000.00",10/31/19
"$189,999.00",736 SW 8TH TER,CAPE CORAL,3 Bed/2(0),"1,263",48,"$185,000.00",12/03/19
"$189,900.00",2628 NW 22ND PL,CAPE CORAL,3 Bed/2(0),"1,574",25,"$185,000.00",12/17/19
"$181,000.00",237 BAYSHORE DR,CAPE CORAL,2 Bed/2(0),"1,041",2,"$185,000.00",09/25/19
"$185,000.00",203 SE 43RD LN,CAPE CORAL,2 Bed/2(0),"1,316",19,"$185,000.00",10/22/19
"$184,900.00",5207 RUTLAND CT,CAPE CORAL,2 Bed/1(0),"1,063",21,"$185,000.00",10/15/19
"$191,999.00",2313 NW 10TH AVE,CAPE CORAL,3 Bed/2(0),"1,574",14,"$185,000.00",10/25/19
"$189,900.00",517 SE 16TH PL,CAPE CORAL,3 Bed/2(0),"1,205",23,"$185,000.00",09/18/19
"$185,000.00",1206 SE 21ST ST,CAPE CORAL,3 Bed/2(0),"1,464",5,"$185,000.00",09/06/19
"$209,900.00",2113 NE 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,609",76,"$185,000.00",11/29/19
"$180,000.00",1319 NE 2ND PL,CAPE CORAL,3 Bed/2(0),"1,408",1,"$185,000.00",09/05/19
"$189,000.00",1318 SE 39TH TER,CAPE CORAL,2+Den/2(0),"1,357",12,"$185,000.00",08/09/19
"$182,000.00",1512 SW 29TH ST,CAPE CORAL,3 Bed/2(0),"1,266",32,"$185,000.00",08/27/19
"$184,900.00",514 SW 29TH ST,CAPE CORAL,3 Bed/2(0),"1,358",43,"$185,000.00",09/10/19
"$189,000.00",17238 CAPRI DR,FORT MYERS,3 Bed/2(0),"1,176",26,"$185,000.00",12/19/19
"$192,000.00",6141 HELLMAN AVE,FORT MYERS,3+Den/2(0),"1,670",29,"$185,000.00",09/26/19
"$185,000.00",2100 FLORA AVE,FORT MYERS,3 Bed/2(0),"1,458",52,"$185,000.00",11/01/19
"$185,000.00",7483 SAN CARLOS BLVD,FORT MYERS,3 Bed/2(0),"1,212",73,"$185,000.00",11/14/19
"$185,000.00",18381 COLUMBINE RD,FORT MYERS,3 Bed/2(0),"1,600",85,"$185,000.00",12/20/19
"$195,900.00",495 4TH AVE,LABELLE,3 Bed/2(0),"1,613",8,"$185,000.00",11/01/19
"$185,000.00",3914 11TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,567",16,"$185,000.00",11/08/19
"$188,500.00",3122 12TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,408",27,"$185,000.00",10/29/19
"$190,000.00",5233 BUTTE ST,LEHIGH ACRES,3+Den/2(0),"1,666",47,"$185,000.00",11/21/19
"$184,900.00",3202 8TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,732",69,"$185,000.00",12/17/19
"$190,000.00",1032 CARROLL ST E,LEHIGH ACRES,4 Bed/2(0),"1,840",41,"$185,000.00",09/27/19
"$185,000.00",5132 BARON ST,LEHIGH ACRES,4 Bed/2(0),"1,636",4,"$185,000.00",08/30/19
"$199,900.00",1002 CHAUNCEY AVE,LEHIGH ACRES,3 Bed/2(0),"1,633",124,"$185,000.00",12/31/19
"$200,000.00",3956 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,217",1,"$185,000.00",12/30/19
"$189,900.00",2000 EMBARCADERO WAY,NORTH FORT MYERS,2 Bed/2(0),"1,262",10,"$185,000.00",12/05/19
"$181,990.00",2205 NW 8TH PL,CAPE CORAL,3 Bed/2(0),"1,399",34,"$185,490.00",12/13/19
"$184,900.00",2310 NE 26TH TER,CAPE CORAL,3 Bed/2(0),"1,409",4,"$185,500.00",08/14/19
"$185,990.00",3024 NE 2ND PL,CAPE CORAL,3 Bed/2(0),"1,399",17,"$185,990.00",11/25/19
"$189,000.00",608 SW 21ST LN,CAPE CORAL,3 Bed/2(0),"1,278",5,"$186,000.00",09/23/19
"$192,500.00",142 ZOBORA CIR,FORT MYERS,3 Bed/2(0),"1,503",9,"$186,000.00",08/12/19
"$187,500.00",2608 46TH ST SW,LEHIGH ACRES,3+Den/2(0),"1,558",122,"$186,000.00",11/14/19
"$185,900.00",10648 BAYTREE CT,LEHIGH ACRES,3 Bed/2(0),"1,509",3,"$186,000.00",07/02/19
"$196,900.00",2450 ROSE AVE,ST. JAMES CITY,3 Bed/2(0),"1,088",28,"$186,000.00",10/16/19
"$189,900.00",312 SE 26TH TER,CAPE CORAL,3 Bed/2(0),"1,556",19,"$186,100.00",08/27/19
"$184,500.00",3008 54TH ST W,LEHIGH ACRES,4 Bed/2(0),"1,803",15,"$186,500.00",09/30/19
"$184,900.00",4002 2ND ST SW,LEHIGH ACRES,3 Bed/2(0),"1,504",23,"$186,600.00",09/09/19
"$186,990.00",1108 NE 35TH LN,CAPE CORAL,3 Bed/2(0),"1,389",12,"$186,990.00",09/24/19
"$186,990.00",411 NW 21ST ST,CAPE CORAL,3 Bed/2(0),"1,399",26,"$186,990.00",12/27/19
"$184,990.00",2623 NE 4TH AVE,CAPE CORAL,3 Bed/2(0),"1,399",5,"$186,990.00",09/20/19
"$185,000.00",2120 SE 3RD TER,CAPE CORAL,3 Bed/2(0),"1,331",4,"$187,000.00",12/26/19
"$195,000.00",3410 SW 11TH CT,CAPE CORAL,3 Bed/2(0),"1,341",49,"$187,000.00",11/27/19
"$189,900.00",132 SE 17TH TER,CAPE CORAL,3 Bed/2(0),"1,216",5,"$187,000.00",08/23/19
"$179,900.00",1148 ALABAMA RD S,LEHIGH ACRES,3 Bed/2(0),"1,462",64,"$187,000.00",11/27/19
"$199,900.00",3860 14TH AVE SE,NAPLES,4 Bed/2(0),"1,709",9,"$187,000.00",11/01/19
"$203,500.00",2164 43RD LN SW,NAPLES,3 Bed/2(0),"1,794",14,"$187,000.00",09/09/19
"$189,900.00",3734 SABAL SPRINGS BLVD,NORTH FORT MYERS,2 Bed/2(0),"1,255",3,"$187,000.00",12/10/19
"$184,990.00",319 NW 21ST ST,CAPE CORAL,3 Bed/2(0),"1,399",5,"$187,190.00",10/07/19
"$184,990.00",2909 NE 7TH AVE,CAPE CORAL,3 Bed/2(0),"1,399",15,"$187,490.00",12/23/19
"$189,900.00",1030 SE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,226",30,"$187,500.00",12/02/19
"$189,900.00",1215 SE 14TH TER,CAPE CORAL,3 Bed/2(0),"1,378",3,"$187,500.00",08/08/19
"$184,500.00",2029 NW 1ST ST,CAPE CORAL,3 Bed/2(0),"1,418",7,"$187,500.00",07/30/19
"$187,500.00",2921 ANITA AVE N,LEHIGH ACRES,3 Bed/2(0),"1,655",28,"$187,500.00",12/13/19
"$189,800.00",2060 BROOKLAWN DR,NORTH FORT MYERS,4+Den/3(0),"2,062",7,"$187,500.00",09/04/19
"$195,900.00",3178 BEACON DR DR,PORT CHARLOTTE,2 Bed/2(0),"1,457",1,"$187,950.00",07/11/19
"$184,990.00",2732 NW 7TH PL,CAPE CORAL,3 Bed/2(0),"1,399",34,"$187,990.00",10/29/19
"$249,000.00",98 4TH ST,BONITA SPRINGS,2 Bed/2(0),"1,520",72,"$188,000.00",09/30/19
"$195,000.00",2533 SW 26TH AVE,CAPE CORAL,3 Bed/2(0),"1,232",30,"$188,000.00",12/06/19
"$189,900.00",8613 CHATHAM ST,FORT MYERS,2 Bed/2(0),"1,264",14,"$188,000.00",08/23/19
"$185,000.00",1034 MACY ST E,LEHIGH ACRES,3 Bed/2(0),"1,987",5,"$188,000.00",10/16/19
"$196,900.00",4201 28TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,490",33,"$188,000.00",11/20/19
"$182,500.00",815 HIBISCUS AVE,LEHIGH ACRES,4 Bed/2(0),"2,143",2,"$188,000.00",10/22/19
"$184,990.00",2416 NE 7TH PL,CAPE CORAL,3 Bed/2(0),"1,399",10,"$188,265.00",09/25/19
"$187,900.00",2016 SW 7TH PL,CAPE CORAL,3 Bed/2(0),"1,309",2,"$188,500.00",10/24/19
"$195,000.00",13604 MARQUETTE BLVD,FORT MYERS,3 Bed/2(0),"1,388",36,"$188,500.00",09/27/19
"$189,700.00",2508 SE 12TH PL,CAPE CORAL,3 Bed/2(0),"1,405",6,"$188,700.00",11/22/19
"$190,000.00",3108 33RD ST W,LEHIGH ACRES,4 Bed/2(0),"1,808",9,"$188,700.00",07/19/19
"$178,999.00",829 SW 18TH ST,CAPE CORAL,3 Bed/2(0),"1,438",21,"$188,900.00",10/30/19
"$198,000.00",2269 SUMMERSWEET DR,ALVA,2 Bed/2(0),"1,573",105,"$189,000.00",11/15/19
"$195,000.00",2311 NE 6TH AVE,CAPE CORAL,3 Bed/2(0),"1,408",0,"$189,000.00",12/06/19
"$194,999.00",5215 RUTLAND CT,CAPE CORAL,2 Bed/2(0),"1,035",39,"$189,000.00",12/05/19
"$189,900.00",1225 SE 24TH ST,CAPE CORAL,3 Bed/2(0),"1,616",20,"$189,000.00",11/01/19
"$189,000.00",2724 NE 6TH PL,CAPE CORAL,4 Bed/3(0),"2,108",37,"$189,000.00",09/27/19
"$198,900.00",2104 SE 5TH CT,CAPE CORAL,3 Bed/2(0),"1,207",13,"$189,000.00",09/09/19
"$189,000.00",418 SE 22ND ST,CAPE CORAL,3 Bed/2(0),"1,325",39,"$189,000.00",09/30/19
"$188,900.00",1326 SE 12TH ST,CAPE CORAL,3 Bed/2(0),"1,211",21,"$189,000.00",07/31/19
"$188,499.00",1901 NE 17TH AVE,CAPE CORAL,3 Bed/2(0),"1,666",38,"$189,000.00",08/22/19
"$189,900.00",4681 VARSITY CIR,LEHIGH ACRES,3 Bed/2(0),"1,699",70,"$189,000.00",12/05/19
"$189,000.00",1245 CELTIC ST E,LEHIGH ACRES,3+Den/3(0),"1,930",24,"$189,000.00",09/10/19
"$205,000.00",3910 SABAL SPRINGS BLVD,NORTH FORT MYERS,3 Bed/2(0),"1,582",3,"$189,000.00",12/12/19
"$189,500.00",3206 SUNSHINE BLVD S,LEHIGH ACRES,4 Bed/2(0),"1,696",12,"$189,500.00",10/30/19
"$189,900.00",1018 NE 3RD AVE,CAPE CORAL,3 Bed/2(0),"1,479",3,"$189,900.00",11/08/19
"$189,900.00",3254 NW 21ST TER,CAPE CORAL,4 Bed/2(0),"1,712",46,"$189,900.00",12/26/19
"$189,900.00",2810 NW 7TH TER,CAPE CORAL,3 Bed/2(0),"1,479",80,"$189,900.00",11/13/19
"$189,000.00",7500 15TH TER,LABELLE,3 Bed/2(0),"1,117",5,"$189,900.00",08/01/19
"$189,900.00",304 EDWARD AVE,LEHIGH ACRES,3 Bed/2(0),"1,632",4,"$189,900.00",12/19/19
"$189,900.00",844 PORTLAND ST E,LEHIGH ACRES,3 Bed/2(0),"1,320",22,"$189,900.00",10/10/19
"$189,950.00",117 OCEAN PARK DR,LEHIGH ACRES,3 Bed/2(0),"1,641",14,"$189,900.00",09/06/19
"$189,900.00",844 CHEZY ST E,LEHIGH ACRES,3 Bed/2(0),"1,582",15,"$189,900.00",08/23/19
"$190,000.00",245 NE 10TH AVE,CAPE CORAL,3 Bed/2(0),"1,401",5,"$190,000.00",12/30/19
"$189,000.00",3437 NE 8TH PL,CAPE CORAL,3 Bed/2(0),"1,114",2,"$190,000.00",12/16/19
"$189,990.00",4324 SW 1ST AVE,CAPE CORAL,3 Bed/2(0),"1,617",7,"$190,000.00",12/23/19
"$194,900.00",1322 NW 15TH AVE,CAPE CORAL,3 Bed/2(0),"1,523",7,"$190,000.00",12/13/19
"$185,000.00",1123 NW 15TH ST,CAPE CORAL,3 Bed/2(0),"1,537",23,"$190,000.00",12/05/19
"$195,000.00",4003 NE 22ND AVE,CAPE CORAL,3 Bed/2(0),"1,825",20,"$190,000.00",11/26/19
"$193,700.00",910 SW 29TH ST,CAPE CORAL,3 Bed/2(0),"1,448",11,"$190,000.00",11/15/19
"$190,000.00",608 SE 31ST TER,CAPE CORAL,3 Bed/2(0),"1,392",5,"$190,000.00",11/08/19
"$195,000.00",2711 NW 7TH ST,CAPE CORAL,3 Bed/2(0),"1,479",4,"$190,000.00",10/10/19
"$209,900.00",245 SE 44TH TER,CAPE CORAL,3 Bed/2(0),"1,354",66,"$190,000.00",12/02/19
"$185,000.00",702 NW 19TH AVE,CAPE CORAL,3 Bed/2(0),"1,718",20,"$190,000.00",09/20/19
"$199,000.00",1005 SE 37TH ST,CAPE CORAL,3 Bed/2(0),"1,608",107,"$190,000.00",12/13/19
"$209,900.00",2812 NW 8TH PL,CAPE CORAL,3 Bed/2(0),"1,821",7,"$190,000.00",09/20/19
"$199,900.00",3759 SANTA BARBARA BLVD,CAPE CORAL,3 Bed/2(0),"1,272",54,"$190,000.00",10/31/19
"$195,000.00",1014 SW 3RD ST,CAPE CORAL,3 Bed/2(0),"1,400",16,"$190,000.00",08/30/19
"$194,000.00",636 NW 14TH ST,CAPE CORAL,4 Bed/2(0),"1,734",35,"$190,000.00",08/30/19
"$195,000.00",3320 SW 3RD AVE,CAPE CORAL,3 Bed/2(0),"1,212",13,"$190,000.00",08/30/19
"$190,000.00",304 NW 3RD PL,CAPE CORAL,3 Bed/2(0),"1,128",11,"$190,000.00",09/19/19
"$190,000.00",3635 SW 7TH PL,CAPE CORAL,3 Bed/2(0),"1,226",44,"$190,000.00",11/18/19
"$188,750.00",1744 SW 15TH ST,CAPE CORAL,3+Den/2(0),"1,422",8,"$190,000.00",08/15/19
"$195,000.00",614 NW 11TH TER,CAPE CORAL,3 Bed/2(0),"1,116",29,"$190,000.00",08/09/19
"$199,900.00",226 SW 46TH ST,CAPE CORAL,3 Bed/2(0),"1,451",94,"$190,000.00",10/04/19
"$184,900.00",1918 SE 5TH CT,CAPE CORAL,3 Bed/2(0),"1,216",35,"$190,000.00",08/23/19
"$199,900.00",2701 SW 5TH ST,CAPE CORAL,4 Bed/2(0),"1,895",70,"$190,000.00",09/25/19
"$189,900.00",1110 NW 19TH TER,CAPE CORAL,3 Bed/2(0),"1,799",52,"$190,000.00",08/16/19
"$195,000.00",2350 ANDROS AVE,FORT MYERS,3 Bed/2(0),"1,350",1,"$190,000.00",12/20/19
"$224,900.00",4848 GLOUCESTER CT,FORT MYERS,3 Bed/2(0),"1,308",16,"$190,000.00",12/18/19
"$208,000.00",17417 MISSOURI RD,FORT MYERS,2 Bed/2(0),"1,038",14,"$190,000.00",10/18/19
"$199,900.00",2324 FLORA AVE,FORT MYERS,2 Bed/2(0),"1,305",9,"$190,000.00",09/27/19
"$197,500.00",949 HAMILTON ST,IMMOKALEE,4 Bed/2(0),"1,638",29,"$190,000.00",11/15/19
"$195,000.00",3103 ALAM CT,LABELLE,3 Bed/2(0),"1,542",70,"$190,000.00",10/22/19
"$205,000.00",4309 9TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,427",51,"$190,000.00",12/27/19
"$190,000.00",16 CONNECTICUT RD,LEHIGH ACRES,4+Den/2(0),"1,766",9,"$190,000.00",11/04/19
"$190,000.00",2507 49TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,456",17,"$190,000.00",10/01/19
"$199,900.00",3606 64TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,777",0,"$190,000.00",09/13/19
"$188,000.00",3122 48TH ST W,LEHIGH ACRES,4 Bed/2(0),"1,712",0,"$190,000.00",09/21/19
"$195,800.00",172 PENNFIELD ST,LEHIGH ACRES,3 Bed/2(0),"1,490",27,"$190,000.00",08/21/19
"$187,700.00",2518 9TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,438",49,"$190,000.00",08/29/19
"$199,999.00",526 LEAWOOD CIR,NAPLES,3 Bed/2(0),"1,100",44,"$190,000.00",12/06/19
"$210,000.00",4957 PALMETTO CT,NAPLES,3 Bed/1(0),986,12,"$190,000.00",09/10/19
"$198,900.00",1356 EUCLID AVE,NORTH FORT MYERS,2 Bed/2(0),"1,052",2,"$190,000.00",12/09/19
"$197,900.00",2220 RIO NUEVO DR,NORTH FORT MYERS,2 Bed/2(0),"1,282",48,"$190,000.00",12/16/19
"$199,900.00",1131 GREEN AVE,NORTH FORT MYERS,4 Bed/3(0),"1,468",6,"$190,000.00",07/17/19
"$219,000.00",32668 OIL WELL RD,PUNTA GORDA,1 Bed/1(0),572,85,"$190,000.00",09/05/19
"$189,900.00",2609 24TH ST W,LEHIGH ACRES,3 Bed/2(0),"1,448",23,"$190,900.00",11/05/19
"$210,000.00",5137 BENTON CT,LEHIGH ACRES,3 Bed/2(0),"2,254",9,"$191,000.00",12/18/19
"$185,000.00",2808 51ST ST SW,LEHIGH ACRES,3 Bed/2(0),"1,773",2,"$191,000.00",11/14/19
"$195,000.00",3610 14TH ST SW,LEHIGH ACRES,3 Bed/2(0),"1,246",17,"$191,000.00",10/07/19
"$185,000.00",1654 SWAN TER,NORTH FORT MYERS,2 Bed/2(0),"1,060",3,"$191,000.00",10/31/19
"$199,000.00",524 DONORA ST,PORT CHARLOTTE,2 Bed/2(0),"1,357",13,"$191,000.00",10/30/19
"$194,000.00",1413 SE 2ND AVE,CAPE CORAL,3 Bed/2(0),"1,402",6,"$192,000.00",11/14/19
